"STASLIST","LOC","STA","STA2","STATION","NAME","LHOLD","HOLDCERT","NEARTOWN","COUNTY","STATE","REGION","LATITUDE","LONGITUDE","PRECISION","SOURCE","DATUM","DECLAT","DECLNG","NAD83","ELEV","STRATUM","BCR","HABITAT","D89","D90","D91","D92","D93","D94","D95","D96","D97","D98","D99","D00","D01","D02","D03","D04","D05","D06","Y07","D07","Y08","D08","Y09","D09","Y10","D10","Y11","D11","Y12","D12","Y13","D13","Y14","D14","Y15","D15","Y16","D16","Y17","D17","Y18","D18","HISTORY","YRSOP"
"12362 - LECA - LECA - Leslie Canyon NWR","LECA",12362,"12362U","LECA","Leslie Canyon NWR","IW","+","McNeal","Cochise","AZ","2","31 35 26","-109 30 32","01S","GPS","NAD83",31.59056,-109.50889,"x",1839,81,34,"desert scrub/mesquite/grassland/cotton r",,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","02-19,21-",20
"12363 - CHIR - FOBO - Ft Bowie Nat. Hist. Site","CHIR",12363,"12363U","FOBO","Ft Bowie Nat. Hist. Site","IP","+","Dos Cabezas","Cochise","AZ","2","32 10 00","-109 26 00","01S","-","-",32.16667,-109.43333,"-",1354,81,34,"desert scrub/mesquite/grassland",,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,"02-03",2
"12364 - SFKV - KRPR - Kern River Preserve","SFKV",12364,"12217S","KRPR","Kern River Preserve","P","+","Weldon","Kern","CA","2","35 40 26","-118 17 58","01S","-","NAD83",35.67389,-118.29944,"x",805,92,32,"cottonwood/willow rip. corr./restoration",,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"05-09",5
"12365 - YOLO - BRBR - Barbour","YOLO",12365,"12365U","BRBR","Barbour","P","+","Winters","Yolo","CA","2","38 30 55","-121 58 28","01S","-","-",38.51528,-121.97444,"-",45,91,32,"Cottonwd, willow, walnut riparian corrid",,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,"05-06",2
"12366 - YOLO - FRWE - Fremont Weir","YOLO",12366,"12366U","FRWE","Fremont Weir","S","+","Knights Landing","Yolo","CA","2","38 45 56","-121 39 37","01S","-","-",38.76556,-121.66028,"-",10,91,32,"Cottonwood, oak, sycamore riparian woodl",,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,"05-06",2
"12367 - YOLO - LRFS - Los Rios Farms","YOLO",12367,"12367U","LRFS","Los Rios Farms","P","+","Davis","Yolo","CA","2","38 31 17","-121 38 47","01S","-","-",38.52139,-121.64639,"-",16,91,32,"Cottonwood, willow riparian corridor",,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,"05-06",2
"12368 - YOLO - RURA - Russell Ranch","YOLO",12368,"12368U","RURA","Russell Ranch","S","+","Davis","Yolo","CA","2","38 32 16","-121 51 57","01S","-","-",38.53778,-121.86583,"-",18,91,32,"Cottonwd, elderbrry, willow rip. corrid.",,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,"05-06",2
"12369 - YOLO - SUBY - Sutter Bypass","YOLO",12369,"12369U","SUBY","Sutter Bypass","P","+","Knights Landing","Sutter","CA","2","38 47 18","-121 37 37","01S","-","-",38.78833,-121.62694,"-",10,91,32,"Cottonwood, oak riparian woodland",,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,"05",1
"12370 - LCRI - HAVA - Havasu NWR - South Dike","LCRI",12370,"12370U","HAVA","Havasu NWR - South Dike","IW","+","Topock","Mohave","AZ","2","34 43 59","-114 29 18","01S","-","NAD83",34.73306,-114.48833,"x",146,83,33,"cottonwood/salt cedar riparian corridor",,,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"05-08",4
"12371 - POWL - POWL - MBSP - Powell II","POWL",12371,"12371U","POWL","MBSP - Powell II","S","+","Los Osos","San Luis Obispo","CA","2","35 19 29","-120 48 54","01S","GIS DeLorme 3D","NAD83",35.32472,-120.815,"x",21,92,32,"coastal scrub/sycamore-willow rip. corr.",,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","06-20",15
"12372 - INWR - INWR - Imperial NWR","INWR",12372,"12372U","INWR","Imperial NWR","IW","+","Martinez Lake","Yuma","AZ","2","32 59 51","-114 29 47","01S","GPS","NAD83",32.9975,-114.49639,"x",52,82,33,"managed and native riparian woodlands",,,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,"06",1
"12373 - CANM - CANM - Cabrillo National Mon.","CANM",12373,"12373S","CANM","Cabrillo National Mon.","IP","+","San Diego","San Diego","CA","2","32 40 28","-117 14 26","01S","GPS","NAD83",32.67444,-117.24056,"x",65,90,32,"California coastal chaparral/sage scrub",,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"06-10",5
"12374 - RBAC - RBAC - Richardson Bay Audubon C.","RBAC",12374,"12374U","RBAC","Richardson Bay Audubon C.","P","+","Tiburon","Marin","CA","2","37 53 41","-122 29 53","01S","GPS","NAD83",37.89472,-122.49806,"x",20,93,32,"Mixed coastal scrub and oak woodland",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"07-10",4
"12375 - LHFO - MONK - Monkeyhead Reveg Site","LHFO",12375,"12375U","MONK","Monkeyhead Reveg Site","IB","+","Parker","LaPaz","AZ","2","34 16 20","-114 07 58","01S","GPS","NAD27",34.27222,-114.13361,"x",115,82,33,"mesquite bosque",,,,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,"07",1
"12376 - SDCO - RJEB - Rancho Jamul - burned","SDCO",12376,"12376U","RJEB","Rancho Jamul - burned","S","+","Jamul","San Diego","CA","2","32 39 57","-116 51 04","01S","GPS","NAD83",32.66583,-116.85111,"x",250,90,32,"burned disturbed coastal sage scrub/wetl",,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,"05",1
"12377 - SDCO - RJEU - Rancho Jamul - unburned","SDCO",12377,"12377U","RJEU","Rancho Jamul - unburned","S","+","Jamul","San Diego","CA","2","32 41 08","-116 51 59","01S","GPS","NAD83",32.68556,-116.86639,"x",250,90,32,"disturbed coastal sage scrub/wetland",,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,"05",1
"12378 - SDCO - SYRB - Santa Ysabel Ranch - burn","SDCO",12378,"12378U","SYRB","Santa Ysabel Ranch - burn","C","+","Santa Ysabel","San Diego","CA","2","33 06 51","-116 39 29","01S","GPS","NAD83",33.11417,-116.65806,"x",1110,92,32,"Chaparral/Oak Woodland",,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,"05",1
"12379 - SDCO - SYRU - Santa Ysabel Ranch - unb","SDCO",12379,"12379U","SYRU","Santa Ysabel Ranch - unb","C","+","Santa Ysabel","San Diego","CA","2","33 07 58","-116 43 16","01S","GPS","NAD83",33.13278,-116.72111,"x",950,90,32,"Chaparral/Oak Woodland",,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,"05",1
"12380 - RAAV - RAAV - Rancho Aves","RAAV",12380,"12380U","RAAV","Rancho Aves","P","+","Sierra Vista","Cochise","AZ","2","31 27 07","-110 18 05","01S","Web - Google E.","NAD83",31.45194,-110.30139,"x",1642,81,34,"sycamore/oak rip. in manzan/juni chappar",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","07-20",14
"12382 - BLNR - PECO - Bitter Lake NWR","BLNR",12382,"12382U","PECO","Bitter Lake NWR","IW","+","Roswell","Chaves","NM","2","33 26 15","-104 23 15","01S","GPS","NAD83",33.4375,-104.3875,"x",1060,56,35,"shrub/grassland riparian corridor",,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,"08-13",6
"12383 - COLA - COLA - Cook's Lake","COLA",12383,"12383U","COLA","Cook's Lake","IR","+","Mammoth","Pinal","AZ","2","32 51 33","-110 43 54","01S","Web - Google E.","NAD83",32.85917,-110.73167,"x",640,82,34,"cottonwood/willow/ash riparian forest",,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,"08-17",10
"12384 - NOLF - NOLF - Naval Outlying Field","NOLF",12384,"12384U","NOLF","Naval Outlying Field","DN","+","Imperial Beach","San Diego","CA","2","32 33 29","-117 06 13","01S","Web - Google E","NAD83",32.55806,-117.10361,"x",5,90,32,"willow-mulefat riparian scrub/woodland",,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,"X","X","X","X","09-15,17-",13
"12385 - LCRI - BERS - Beal Restoration Site","LCRI",12385,"12385U","BERS","Beal Restoration Site","IW","+","Golden Shores","Mohave","AZ","2","34 46 31","-114 31 57","01S","Arc View","NAD83",34.77528,-114.5325,"x",142,83,33,"rip. restoration cottonwood- willow-mesq",,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","09-19,21",12
"12386 - TUMA - STGR - Santa Gertrudis Lane","TUMA",12386,"12265S","STGR","Santa Gertrudis Lane","IP","+","Carmen","Santa Cruz","AZ","2","31 33 55","-111 02 48","01S","Web - Google E","NAD83",31.56528,-111.04667,"x",991,81,34,"cottnwd-will. gallery for./mesq. bosque",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,,,,,"10-13",4
"12387 - TUMA - TUBA - Tubac","TUMA",12387,"12387U","TUBA","Tubac","IP","+","Tubac","Santa Cruz","AZ","2","31 36 35","-111 02 32","01S","Web - Google E","NAD83",31.60972,-111.04222,"x",969,81,34,"cottnwd-will. gallery for./mesq. bosque",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,,,,,"10-13",4
"12388 - BEAL - BEAL - Beale AFB Dry Creek","BEAL",12388,"12388U","BEAL","Beale AFB Dry Creek","DO","+","Marysville","Yuba","CA","2","39 05 27","-121 21 36","01S","GPS","NAD83",39.09083,-121.36,"x",42,91,32,"mixed woodland/riparian corridor",,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,"X",,"09-18",10
"12389 - NBCR - ATPR - Atkinson Preserve","NBCR",12389,"12389U","ATPR","Atkinson Preserve","P","+","Rio Linda","Sacramento","CA","2","38 44 18","-121 35 55","01S","hard - topo map","NAD83",38.73833,-121.59861,"x",6,91,32,"cottonwood-willow riparian woodland",,,,,,,,,,,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,"08-09",2
"12390 - LARS - LARS - Ranchitos","LARS",12390,"12390U","LARS","Ranchitos","P","+","Golden","Santa Fe","NM","2","35 13 17","-106 12 11","01S","Web - Google E.","NAD83",35.22139,-106.20306,"x",2209,87,16,"mxd. ponderosa, oak pinyon-juniper woodl",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,"11",1
"12391 - KAFB - KDOD - Kirtland Air Force Base","KAFB",12391,"12391U","KDOD","Kirtland Air Force Base","DO","+","Albuquerque","Bernalillo","NM","2","34 57 11","-106 25 59","01S","ARCMAP","NAD83",34.95306,-106.43306,"x",1879,87,16,"pinyon-juniper woodlands",,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,"X","X","X","X","X","X","09-12,16-",11
"12392 - LCRI - CVCA - Cibola Valley Cons. Area","LCRI",12392,"12392U","CVCA","Cibola Valley Cons. Area","S","+","Cibola","La Paz","AZ","2","33 24 40","-114 39 50","01S","GPS","NAD83",33.41111,-114.66389,"x",72,82,33,"restoration cottonwood, willow, mesquite",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,"11-15",5
"12393 - POLO - POLO - Point Loma","POLO",12393,"12373S","POLO","Point Loma","IP","+","Point Loma","San Diego","CA","2","32 40 21","-117 14 29","01S","GPS","NAD83",32.6725,-117.24139,"x",110,90,32,"coastal sage scrub/maritime chaparral",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,"11-15",5
"12394 - WASP - WASP - Warner Springs","WASP",12394,"12394U","WASP","Warner Springs","DN","+","Warner Springs","San Diego","CA","2","33 18 45","-116 41 13","01S","Web - Google E.","NAD83",33.3125,-116.68694,"x",890,90,32,"Cottonwd-willow riparian & upland scrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,"13-17",5
"12395 - LACO - SAWE - Sandia Wetlands","LACO",12395,"12395U","SAWE","Sandia Wetlands","DE","+","Los Alamos","Los Alamos","NM","2","35 52 31","-106 18 52","01S","Web - Google E.","NAD83",35.87528,-106.31444,"x",2210,62,16,"wetlands/ponderosa forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","14-",9
"12396 - OXPP - OXPP - Oxbow Park & Preserve","OXPP",12396,"12396U","OXPP","Oxbow Park & Preserve","C","+","Durango","La Plata","CO","2","37 18 44","-107 51 03","01S","ArcGIS","NAD83",37.31222,-107.85083,"x",1996,84,16,"cottonwood-willow riparian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","14-",9
"12397 - BAND - ALDR - Alamo Drainage","BAND",12397,"12397U","ALDR","Alamo Drainage","IP","+","Los Alamos","Sandoval","NM","2","35 50 25","-106 26 56","01S","GIS","NAD83",35.84028,-106.44889,"x",2750,84,16,"mixed-conifer forest with meadows",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10-",13
"12398 - BAND - EACH - East Chapin","BAND",12398,"12398U","EACH","East Chapin","IP","+","Cortez","Montezuma","NM","2","37 10 50","-108 28 18","01S","GIS","NAD83",37.18056,-108.47167,"x",2120,84,16,"pinon-juniper woodland",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,"10-15",6
"12399 - BAND - FDEA - Frijoles Drainage, East","BAND",12399,"12399U","FDEA","Frijoles Drainage, East","IP","+","Los Alamos","Sandoval","NM","2","35 50 43","-106 24 09","01S","GIS","NAD83",35.84528,-106.4025,"x",2750,84,16,"mixed-conifer forest with meadows",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10-",13
"12400 - BAND - FDWE - Frijoles Drainage, West","BAND",12400,"12400U","FDWE","Frijoles Drainage, West","IP","+","Los Alamos","Sandoval","NM","2","35 51 05","-106 25 45","01S","GIS","NAD83",35.85139,-106.42917,"x",2750,84,16,"mixed-conifer forest with meadows",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10-",13
"12401 - BAND - UPCH - Upper Chapin","BAND",12401,"12401U","UPCH","Upper Chapin","IP","+","Cortez","Montezuma","NM","2","37 13 24","-108 30 15","01S","GIS","NAD83",37.22333,-108.50417,"x",2272,84,16,"pinon-juniper woodland",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,"10-15",6
"12402 - BAND - WECH - West Chapin","BAND",12402,"12402U","WECH","West Chapin","IP","+","Cortez","Montezuma","NM","2","37 10 09","-108 29 25","01S","GIS","NAD83",37.16917,-108.49028,"x",2099,84,16,"pinon-juniper woodland",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,"10-15",6
"12403 - TOKA - HONC - TomKat (Honsinger Creek)","TOKA",12403,"12403U","HONC","TomKat (Honsinger Creek)","P","+","Pescadero","San Mateo","CA","2","37 15 56","-122 21 35","01S","Web - Google E.","NAD83",37.26556,-122.35972,"x",50,92,32,"alder-willow riparian corridor",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11-19",9
"12404 - TCRK - TCRK - Toro Creek","TCRK",12404,"12404U","TCRK","Toro Creek","IB","+","Salinas","Monterey","CA","2","36 35 12","-121 42 47","01S","Web - Google E.","NAD83",36.58667,-121.71306,"x",58,92,32,"willow riparian corridor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-19,21-",5
"12405 - BAND - APSP - Apache Springs","BAND",12405,"12405U","APSP","Apache Springs","IP","+","Los Alamos","Los Alamos","NM","2","35 49 59","-106 22 28","01S","GPS","NAD83",35.83306,-106.37444,"x",2500,84,16,"burnt ponderosa pine forest w NM locust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-",6
"12406 - SSRS - HQDR - Headquarters","SSRS",12406,"12217S","HQDR","Headquarters","P","+","Weldon","Kern","CA","2","35 40 06","-118 18 20","01S","Web - Google E.","NAD83",35.66833,-118.30556,"x",809,92,32,"Cottonwood-willow riparian corridor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-",6
"12407 - SSRS - MAMA - Mariposa","SSRS",12407,"12217S","MAMA","Mariposa","P","+","Weldon","Kern","CA","2","35 40 37","-118 17 35","01S","Web - Google E.","NAD83",35.67694,-118.29306,"x",812,92,32,"Cottonwood-willow riparian corridor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-",6
"12408 - SSRS - PLMR - Palmer","SSRS",12408,"12217S","PLMR","Palmer","P","+","Weldon","Kern","CA","2","35 40 34","-118 18 32","01S","Web - Google E.","NAD83",35.67611,-118.30889,"x",807,92,32,"Cottonwood-willow riparian corridor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X",,,"17",1
"12409 - MERI - SAXC - Saxon Creek","MERI",12409,"12409U","SAXC","Saxon Creek","IB","+","Mariposa","Mariposa","CA","2","37 35 40","-119 59 09","01S","GPS","NAD83",37.59444,-119.98583,"x",345,92,32,"Riparian willow and oak chaparral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18",1
"12410 - MERI - GOGU - Good Gulch","MERI",12410,"12410U","GOGU","Good Gulch","IB","+","Mariposa","Mariposa","CA","2","37 36 23","-120 00 02","01S","GPS","NAD83",37.60639,-120.00056,"x",336,92,32,"Riparian willow/ash and chaparral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18",1
"12411 - MERI - HAGU - Hall Gulch","MERI",12411,"12411U","HAGU","Hall Gulch","IB","+","Mariposa","Mariposa","CA","2","37 37 12","-120 01 21","01S","GPS","NAD83",37.62,-120.0225,"x",323,92,32,"Riparian willow and recently burned chap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18",1
"12412 - MERI - MRTR - Merced River Trailhead","MERI",12412,"12412U","MRTR","Merced River Trailhead","IB","+","Mariposa","Mariposa","CA","2","37 36 48","-119 57 31","01S","GPS","NAD83",37.61333,-119.95861,"x",376,92,32,"Oak and pine woodland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18-19",2
"12416 - MOVA - MOVA - Moapa Valley NWR","MOVA",12416,"12416U","MOVA","Moapa Valley NWR","IW","+","Moapa","Clarke","NV","2","36 42 38","-114 42 48","01S","Web - Google E.","NAD83",36.71056,-114.71333,"x",541,80,9,"ash-willow-cottonwd rip/creasote desert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18-",5
"12423 - STFD - JRBP - Jasper Ridge Biol.Pres.","STFD",12423,"12423U","JRBP","Jasper Ridge Biol.Pres.","P","+","Portola Valley","San Mateo","CA","2","37 24 03","-122 14 21","01S","Web - Google E","NAD83",37.40083,-122.23917,"x",110,92,32,"Willow-alder-Cottonwood riparian woodlnd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18-",5
"13301 - ROGE - ROGE - Rogers City","ROGE",13301,"13301U","ROGE","Rogers City","C","?","Rogers City","Presque Isle","MI","3","45 25 10","-083 50 00","10S","-","-",45.41944,-83.83333,"-",197,28,12,"mixed cedar-aspen forest","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"89-05",17
"13302 - CWBS - CWBS - Crow Wing 1","CWBS",13302,"13302S","CWBS","Crow Wing 1","P","+","Emily","Crow Wing","MN","3","46 43 20","-093 59 40","10S","-","-",46.72222,-93.99444,"-",386,20,12,"mature northern hardwoods","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89-00",12
"13303 - BBO- - BLAB - Beaverhill Lab","BBO-",13303,"13303S","BLAB","Beaverhill Lab","FS","+","Tofield","n/a","AB","3","53 22 50","-112 31 39","01S","-","-",53.38056,-112.5275,"-",670,30,11,"young poplar/aspen/willow/adj to ripar.","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","89-19,21-",33
"13304 - SAC- - SAC- - Schlitz","SAC-",13304,"13304U","SAC-","Schlitz","P","?","Fox Point","Milwaukee","WI","3","43 10 20","-087 53 20","10S","-","-",43.17222,-87.88889,"-",210,16,23,"mixed wooded ""islands"" in grass.","X","X","X","X","X",,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89-93,95-96",7
"13305 - CARP - CARP - Carpenter","CARP",13305,"13305U","CARP","Carpenter","P",,"Point Douglas","Washington","MN","3","44 45 50","-092 49 00","10S","-","-",44.76389,-92.81667,"-",240,17,22,"deciduous oak savanna",,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90-98",9
"13306 - TDNC - TDNC - Dodge Nature Center","TDNC",13306,"13306U","TDNC","Dodge Nature Center","P",,"St. Paul","Dakota","MN","3","44 53 50","-093 05 50","10S","-","-",44.89722,-93.09722,"-",311,40,23,"meadow/prairie edge/soft woods",,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90-98",9
"13307 - FONT - FONT - Fontenelle Forest","FONT",13307,"13307U","FONT","Fontenelle Forest","IW","+","Bellevue","Sarpy","NE","3","41 10 37","-095 53 27","01S","Web-findlatlong","NAD83",41.17694,-95.89083,"x",296,32,22,"floodplain forest",,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90-98",9
"13308 - PITS - PIFI - Pitsfield","PITS",13308,"13308S","PIFI","Pitsfield","P","+","Vicksburg","Kalamazoo","MI","3","42 10 02","-085 31 03","01S","Google Earth","NAD83",42.16722,-85.5175,"x",210,16,23,"mixed oak-hickory forest",,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","90-",33
"13309 - WATE - M1-- - Waterfall Glen","WATE",13309,"13309U","M1--","Waterfall Glen","C","+","Bolingbrook","DuPage","IL","3","41 41 55","-087 59 02","01S","GPS","NAD83",41.69861,-87.98389,"x",217,16,22,"deciduous woodland",,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","H","H","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","91-",32
"13310 - WHIT - WHRI - White River","WHIT",13310,"13310U","WHRI","White River","P","?","Kadoka","Jackson","SD","3","43 48 00","-101 30 00","01M","-","-",43.8,-101.5,"-",9999,39,17,"river bottom",,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91-92",2
"13311 - CWBS - SPAM - Crow Wing 2","CWBS",13311,"13302S","SPAM","Crow Wing 2","P","+","Emily","Crow Wing","MN","3","46 43 20","-093 59 40","10S","-","-",46.72222,-93.99444,"-",386,20,12,"mature northern hardwoods",,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92",1
"13312 - QUAP - QUAP - Qu'Appelle Valley","QUAP",13312,"13312U","QUAP","Qu'Appelle Valley","F","+","Whitewood","n/a","SK","3","50 29 10","-102 14 30","10S","-","-",50.48611,-102.24167,"-",457,30,11,"deciduous forest",,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-97",6
"13313 - HIAW - PIAT - Piatt Lake","HIAW",13313,"13313U","PIAT","Piatt Lake","P","?","Strongs","Chippewa","MI","3","46 25 00","-084 58 50","10S","-","-",46.41667,-84.98056,"-",259,28,12,"mixed upland hardwood forest",,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-93",2
"13314 - HIAW - SUPE - Supe","HIAW",13314,"13314U","SUPE","Supe","P","?","Strongs","Chippewa","MI","3","46 26 10","-084 57 50","10S","-","-",46.43611,-84.96389,"-",276,28,12,"northern hardwood forest, scrub",,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-93",2
"13315 - HIAW - PDLS - Pendill's","HIAW",13315,"13315U","PDLS","Pendill's","P","?","Raco","Chippewa","MI","3","46 26 00","-084 47 50","10S","-","-",46.43333,-84.79722,"-",200,28,12,"mixed upland hardwood forest",,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-93",2
"13316 - HIAW - BIGD - Big Dave's","HIAW",13316,"13316U","BIGD","Big Dave's","P","?","Strongs","Chippewa","MI","3","46 27 30","-084 57 00","10S","-","-",46.45833,-84.95,"-",239,28,12,"mixed upland hardwood forest",,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-93",2
"13317 - GRFA - ULM- - Ulm","GRFA",13317,"13317U","ULM-","Ulm","S","+","Ulm","Cascade","MT","3","47 25 22","-111 29 19","01S","-","NAD83",47.42278,-111.48861,"x",1015,39,11,"mature riparian woodland",,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"92-10",19
